polarity,model,corner,temperature_c,length_um,width_um,vgs_abs_v,vds_abs_v,vbs_abs_v,id_abs_a,vdsat_abs_v,vth_abs_v,gm_s,gds_s,saturated
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,0.5,0.3,8.95956e-11,0.0449549,1.06437,2.71137e-09,1.72704e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,0.8,0.0,9.07577e-10,0.0437837,0.991207,2.5102e-08,1.43832e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,0.8,0.1,4.20657e-10,0.0442201,1.01653,1.20802e-08,6.83407e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,0.8,0.2,1.9785e-10,0.0446078,1.04051,5.84991e-09,3.27894e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,0.8,0.3,9.45366e-11,0.0449549,1.06336,2.85937e-09,1.5921e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.2,0.0,9.6367e-10,0.0437847,0.989861,2.66092e-08,1.37976e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.2,0.1,4.47373e-10,0.0442205,1.01518,1.2831e-08,6.58557e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.2,0.2,2.10693e-10,0.044608,1.03917,6.2236e-09,3.17127e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.2,0.3,1.00782e-10,0.044955,1.06202,3.04607e-09,1.54439e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.5,0.0,1.0049e-09,0.0437855,0.988851,2.77128e-08,1.37239e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.5,0.1,4.6708e-10,0.0442209,1.01417,1.33833e-08,6.56826e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.5,0.2,2.20194e-10,0.0446082,1.03816,6.49946e-09,3.16987e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.6,1.5,0.3,1.05413e-10,0.0449551,1.06101,3.18429e-09,1.54644e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.15,0.0,1.0264e-08,0.0440716,0.993395,2.36111e-07,3.68119e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.15,0.1,5.43134e-09,0.0443746,1.01872,1.33325e-07,1.98023e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.15,0.2,2.86296e-09,0.0446902,1.0427,7.44239e-08,1.05993e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.15,0.3,1.50497e-09,0.0449986,1.06555,4.10735e-08,5.64808e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.3,0.0,1.06649e-08,0.0440752,0.992891,2.45039e-07,2.20896e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.3,0.1,5.64819e-09,0.0443767,1.01821,1.3849e-07,1.20106e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.3,0.2,2.9796e-09,0.0446913,1.0422,7.73775e-08,6.49024e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.3,0.3,1.56738e-09,0.0449992,1.06505,4.274e-08,3.48694e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.5,0.0,1.1064e-08,0.0440802,0.992217,2.53791e-07,1.84707e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.5,0.1,5.8661e-09,0.0443795,1.01754,1.43611e-07,1.01218e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.5,0.2,3.09779e-09,0.0446929,1.04152,8.03365e-08,5.50837e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.5,0.3,1.63109e-09,0.0450001,1.06437,4.44253e-08,2.97775e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.8,0.0,1.15835e-08,0.0440877,0.991207,2.6505e-07,1.64839e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.8,0.1,6.15195e-09,0.0443838,1.01653,1.50259e-07,9.10229e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.8,0.2,3.25391e-09,0.0446953,1.04051,8.42106e-08,4.98781e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,0.8,0.3,1.71575e-09,0.0450014,1.06336,4.66489e-08,2.71266e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.2,0.0,1.22198e-08,0.0440979,0.989861,2.78682e-07,1.55059e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.2,0.1,6.50462e-09,0.0443896,1.01518,1.58376e-07,8.6227e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.2,0.2,3.44782e-09,0.0446986,1.03917,8.89804e-08,4.75541e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.2,0.3,1.82152e-09,0.0450032,1.06202,4.94069e-08,2.60089e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.5,0.0,1.26804e-08,0.0441058,0.988851,2.88463e-07,1.52425e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.5,0.1,6.76129e-09,0.0443941,1.01417,1.64237e-07,8.51108e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.5,0.2,3.58964e-09,0.0447011,1.03816,9.24455e-08,4.71164e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.7,1.5,0.3,1.89922e-09,0.0450047,1.06101,5.14218e-08,2.58562e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.15,0.0,7.97779e-08,0.0460921,0.993395,1.47585e-06,2.78101e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.15,0.1,4.80721e-08,0.0456424,1.01872,9.31701e-07,1.68434e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.15,0.2,2.906e-08,0.0454803,1.0427,5.94179e-07,1.02731e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.15,0.3,1.75266e-08,0.0454864,1.06555,3.79623e-07,6.26668e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.3,0.0,8.27207e-08,0.046113,0.992891,1.52946e-06,1.58792e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.3,0.1,4.98668e-08,0.0456561,1.01821,9.65655e-07,9.73582e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.3,0.2,3.01614e-08,0.0454893,1.0422,6.16028e-07,6.00552e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.3,0.3,1.82024e-08,0.0454922,1.06505,3.93775e-07,3.70359e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.5,0.0,8.55524e-08,0.046141,0.992217,1.58013e-06,1.29539e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.5,0.1,5.1609e-08,0.0456745,1.01754,9.98046e-07,7.99491e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.5,0.2,3.124e-08,0.0455013,1.04152,6.37053e-07,4.96568e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.5,0.3,1.88701e-08,0.0455,1.06437,4.07517e-07,3.08413e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.8,0.0,8.91523e-08,0.0461837,0.991207,1.64389e-06,1.12976e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.8,0.1,5.38379e-08,0.0457025,1.01653,1.03901e-06,7.01464e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.8,0.2,3.2629e-08,0.0455196,1.04051,6.63793e-07,4.38485e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,0.8,0.3,1.97359e-08,0.0455119,1.06336,4.25109e-07,2.7417e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.2,0.0,9.34663e-08,0.0462415,0.989861,1.71961e-06,1.0409e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.2,0.1,5.65238e-08,0.0457405,1.01518,1.08785e-06,6.49666e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.2,0.2,3.4313e-08,0.0455446,1.03917,6.95836e-07,4.08407e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.2,0.3,2.07921e-08,0.0455282,1.06202,4.46313e-07,2.56896e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.5,0.0,9.65396e-08,0.0462857,0.988851,1.7732e-06,1.01123e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.5,0.1,5.84448e-08,0.0457696,1.01417,1.12252e-06,6.32956e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.5,0.2,3.55225e-08,0.0455636,1.03816,7.18656e-07,3.99156e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.8,1.5,0.3,2.15542e-08,0.0455406,1.06101,4.61476e-07,2.51925e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.15,0.0,4.6772e-07,0.0552078,0.993395,8.09368e-06,1.73943e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.15,0.1,2.95146e-07,0.051956,1.01872,5.16239e-06,1.0679e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.15,0.2,1.89625e-07,0.049837,1.0427,3.36103e-06,6.75339e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.15,0.3,1.23497e-07,0.0484859,1.06555,2.23121e-06,4.36391e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.3,0.0,4.85184e-07,0.0552911,0.992891,8.40577e-06,9.14834e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.3,0.1,3.06074e-07,0.0520159,1.01821,5.35712e-06,5.78744e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.3,0.2,1.96625e-07,0.0498796,1.0422,3.48597e-06,3.73571e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.3,0.3,1.28062e-07,0.0485161,1.06505,2.31342e-06,2.45049e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.0,5.01323e-07,0.055403,0.992217,8.68397e-06,7.32193e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.1,3.16324e-07,0.0520963,1.01754,5.53513e-06,4.66489e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.2,2.03263e-07,0.0499369,1.04152,3.60209e-06,3.02834e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.3,1.32428e-07,0.0485567,1.06437,2.39069e-06,1.99672e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.0,5.21523e-07,0.0555725,0.991207,9.0285e-06,6.29971e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.1,3.29229e-07,0.0522183,1.01653,5.75735e-06,4.03345e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.2,2.11659e-07,0.0500238,1.04051,3.74783e-06,2.62953e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.3,1.37977e-07,0.0486184,1.06336,2.48809e-06,1.74089e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.0,5.45441e-07,0.0558019,0.989861,9.43345e-06,5.74178e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.1,3.44574e-07,0.0523835,1.01518,6.02004e-06,3.69051e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.2,2.21681e-07,0.0501417,1.03917,3.92079e-06,2.41408e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.3,1.44623e-07,0.0487021,1.06202,2.60402e-06,1.60358e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.0,5.62343e-07,0.0559764,0.988851,9.71825e-06,5.54629e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.1,3.55449e-07,0.0525094,1.01417,6.20551e-06,3.57222e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.2,2.28801e-07,0.0502316,1.03816,4.0432e-06,2.34087e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.3,1.49358e-07,0.0487659,1.06101,2.68622e-06,1.55771e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.0,2.52695e-06,0.0845084,0.993395,4.02077e-05,1.31198e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.1,1.65845e-06,0.07468,1.01872,2.77511e-05,7.57886e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.2,1.09192e-06,0.0670928,1.0427,1.88359e-05,4.57437e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.3,7.25027e-07,0.0613912,1.06555,1.27128e-05,2.8629e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.0,2.63484e-06,0.0847319,0.992891,4.2204e-05,5.03966e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.1,1.72572e-06,0.0748645,1.01821,2.89962e-05,3.29382e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.2,1.13477e-06,0.0672406,1.0422,1.96284e-05,2.16448e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.3,7.52857e-07,0.0615067,1.06505,1.32256e-05,1.43575e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.0,2.72115e-06,0.0850311,0.992217,4.35638e-05,3.83395e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.1,1.78283e-06,0.0751118,1.01754,2.99431e-05,2.55994e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.2,1.17263e-06,0.0674388,1.04152,2.02777e-05,1.70831e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.3,7.78133e-07,0.0616618,1.06437,1.36673e-05,1.14574e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.0,2.82524e-06,0.0854826,0.991207,4.51374e-05,3.20291e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.1,1.85283e-06,0.0754854,1.01653,3.107e-05,2.16663e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.2,1.21958e-06,0.0677388,1.04051,2.10663e-05,1.45984e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.3,8.09744e-07,0.0618967,1.06336,1.42118e-05,9.86011e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.0,2.94541e-06,0.0860897,0.989861,4.69018e-05,2.8545e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.1,1.93455e-06,0.0759885,1.01518,3.23585e-05,1.95053e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.2,1.27487e-06,0.0681434,1.03917,2.19815e-05,1.32415e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.3,8.47192e-07,0.0622142,1.06202,1.48505e-05,8.99269e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.0,3.02892e-06,0.0865486,0.988851,4.81042e-05,2.7244e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.1,1.99177e-06,0.0763697,1.01417,3.32482e-05,1.87171e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.2,1.31379e-06,0.0684505,1.03816,2.26198e-05,1.27579e-07,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.3,8.73669e-07,0.0624555,1.06101,1.5299e-05,8.68985e-08,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.0,2.37393e-05,0.217854,0.993395,0.000155428,7.82092e-05,0
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.1,1.99354e-05,0.199765,1.01872,0.000148995,5.77208e-05,0
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.2,1.64903e-05,0.182517,1.0427,0.000140574,4.05982e-05,0
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.3,1.34121e-05,0.16616,1.06555,0.000129873,2.70861e-05,0
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.0,2.83926e-05,0.218252,0.992891,0.000225489,8.70563e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.1,2.31081e-05,0.20016,1.01821,0.00020287,6.22321e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.2,1.85965e-05,0.182907,1.0422,0.000180048,4.53211e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.3,1.47838e-05,0.166542,1.06505,0.000157411,3.34294e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.0,2.94711e-05,0.218782,0.992217,0.00023707,3.93283e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.1,2.39375e-05,0.200687,1.01754,0.000211907,3.16083e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.2,1.92376e-05,0.183428,1.04152,0.000187235,2.531e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.3,1.528e-05,0.167051,1.06437,0.000163201,2.01546e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.0,3.04381e-05,0.219578,0.991207,0.000244814,2.74402e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.1,2.47277e-05,0.201479,1.01653,0.00021868,2.27221e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.2,1.988e-05,0.184209,1.04051,0.000193151,1.86987e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.3,1.57987e-05,0.167817,1.06336,0.000168351,1.52683e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.0,3.14034e-05,0.22064,0.989861,0.000251676,2.16579e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.1,2.55348e-05,0.202535,1.01518,0.000224888,1.82637e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.2,2.05503e-05,0.185253,1.03917,0.000198749,1.52941e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.3,1.63509e-05,0.168839,1.06202,0.000173374,1.26975e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.0,3.20173e-05,0.221437,0.988851,0.000255734,1.94457e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.1,2.60549e-05,0.203328,1.01417,0.000228626,1.6544e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.2,2.09878e-05,0.186036,1.03816,0.000202182,1.39731e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.3,1.67156e-05,0.169607,1.06101,0.000176509,1.16967e-06,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.0,7.98319e-11,0.0437484,0.996835,2.37402e-09,3.03824e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.1,3.4047e-11,0.044198,1.0222,1.03156e-09,1.3059e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.2,1.49805e-11,0.0445918,1.04623,4.60675e-10,5.7827e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.3,6.78117e-12,0.0449417,1.06912,2.11073e-10,2.63163e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.0,8.32311e-11,0.0437485,0.99633,2.47472e-09,1.91358e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.1,3.55092e-11,0.044198,1.02169,1.07574e-09,8.24228e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.2,1.56284e-11,0.0445918,1.04572,4.80558e-10,3.65602e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.3,7.07612e-12,0.0449417,1.06862,2.20242e-10,1.66618e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.0,8.67419e-11,0.0437485,0.995657,2.57855e-09,1.64718e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.1,3.70236e-11,0.044198,1.02102,1.12145e-09,7.11452e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.2,1.63009e-11,0.0445918,1.04505,5.01186e-10,3.16325e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.3,7.38297e-12,0.0449417,1.06794,2.29775e-10,1.44461e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.0,9.1445e-11,0.0437485,0.994647,2.71748e-09,1.51279e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.1,3.90579e-11,0.0441981,1.02001,1.1828e-09,6.55193e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.2,1.72065e-11,0.0445918,1.04404,5.28944e-10,2.91982e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.3,7.79698e-12,0.0449417,1.06693,2.42632e-10,1.3361e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.0,9.73693e-11,0.0437486,0.993301,2.89226e-09,1.46287e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.1,4.16271e-11,0.0441981,1.01866,1.26022e-09,6.35163e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.2,1.83527e-11,0.0445918,1.04269,5.64055e-10,2.83648e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.3,8.32197e-12,0.0449417,1.06559,2.58929e-10,1.30028e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.0,1.01752e-10,0.0437487,0.992291,3.02144e-09,1.46233e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.1,4.35315e-11,0.0441981,1.01765,1.31756e-09,6.35872e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.2,1.92037e-11,0.0445918,1.04168,5.90111e-10,2.84314e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.3,8.71228e-12,0.0449417,1.06458,2.71041e-10,1.30469e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.0,1.44786e-09,0.0437695,0.996835,4.03129e-08,5.41867e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.1,6.66018e-10,0.0442077,1.0222,1.92252e-08,2.5226e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.2,3.1124e-10,0.0445964,1.04623,9.23858e-09,1.19027e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.3,1.47896e-10,0.0449439,1.06912,4.48646e-09,5.70023e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,16.0,0.6,0.3,0.0,1.50806e-09,0.0437698,0.99633,4.19648e-08,3.37044e-10,1
